"id";"mark";"year";"period_of_production";"model";"version";"energy";"url_photo";"category";"color";"color_name";"maker";"material_number";"date_of_purchase";"price";"currency";"dealer";"scale";"comment"
1;"Alfa Romeo";1993;"1992-1998";"155 V6 TI DTM 1993";"1";"Thermique";"";"D";"";"";"Minichamps";"MIN 930120";"0000-00-00";0.0;"F";"";"43";""
2;"Alfa Romeo";1994;"1992-1998";"155 V6 TI DTM '94 (a)";"1";"Thermique";"";"D";"";"";"Minichamps";"430 940218";"0000-00-00";0.0;"F";"";"43";""
3;"Alfa Romeo";1994;"1992-1998";"155 V6 TI DTM '94 (b)";"1";"Thermique";"";"D";"";"";"Minichamps";"430 940127";"0000-00-00";0.0;"F";"";"43";""
4;"Alfa Romeo";1995;"1995";"Nuvola";"0";"Thermique";"alfa_romeo_nuvola.jpg";"ConceptCar";"Blue";"bleu";"Solido";"1556";"2000-10-28";59.0;"F";"";"43";""
5;"Audi";2000;"1985-2005";"A2";"1";"Thermique";"audi_a2.jpg";"A";"Black";"noir mÃ©tal";"Minichamps";"430 019000";"2000-06-21";99.99;"F";"";"43";""
6;"Audi";1996;"1996-2003";"A3";"1";"Thermique";"audi_a3.jpg";"C";"Blue";"bleu mÃ©tal";"Minichamps";"430 015100";"2000-10-06";99.99;"F";"";"43";""
7;"Audi";1999;"1994-2001";"A4";"1";"Thermique";"audi_a4.jpg";"D";"Green";"vert mÃ©tal";"Minichamps";"430 018400";"2000-06-15";99.99;"F";"";"43";""
8;"Audi";1999;"1994-2001";"A4 Avant";"1";"Thermique";"audi_a4_avant.jpg";"D";"Blue";"bleu mÃ©tal";"Minichamps";"430 018411";"2001-01-17";99.99;"F";"";"43";"SÃ©rie limitÃ©e Ã  1008 exemplaires"
9;"Audi";1998;"1998-2006 ";"TT CoupÃ©";"1";"Thermique";"audi_tt.jpg";"Sportives";"Red";"rouge";"Minichamps";"430 017221";"0000-00-00";0.0;"F";"";"43";""
10;"BMW";1956;"1956-1959";"507 Cabrio (soft top)";"1";"Thermique";"bmw_507.jpg";"GT";"Blue";"bleu";"Minichamps";"22522";"2000-10-06";99.99;"F";"";"43";""
11;"BMW";1994;"1992-1999";"M3 DTT 1994 (E36)";"3";"Thermique";"";"D";"";"";"Minichamps";"430 942211";"0000-00-00";0.0;"F";"";"43";""
12;"BMW";1992;"1992-1999";"M3 GTR ADAC GT â€“ CUP (E36)";"3";"Thermique";"";"D";"";"";"Minichamps";"430 932381";"0000-00-00";0.0;"F";"";"43";""
13;"BMW";1993;"1992-1999";"M3 GTR Street 1993 (E36)";"3";"Thermique";"bmw_m3_street.jpg";"D";"Black";"noir";"Minichamps";"430 023381";"0000-00-00";0.0;"F";"";"43";""
14;"BMW";2000;"2000-2006";"X5 (E53)";"1";"Thermique";"bmw_x5.jpg";"SUV L";"Yellow";"light yellow";"Minichamps";"431 028471";"2001-02-03";99.99;"F";"";"43";"SÃ©rie limitÃ©e Ã  1536 exemplaires"
15;"BMW";1999;"2000-2003";"Z8 Cabriolet (E52)";"1";"Thermique";"bmw_z8_cab.jpg";"Sportives";"Black";"noir";"Minichamps";"431 028730";"2000-06-10";99.99;"F";"";"43";""
16;"BMW";1999;"2000-2003";"Z8 Hard-Top (E52)";"1";"Thermique";"bmw_z8_ht.jpg";"Sportives";"Burngundy";"bordeau foncÃ© mÃ©tal";"Minichamps";"80 42 9 411 728";"2001-01-17";99.99;"F";"";"43";""
17;"Bugatti";1991;"1991-1995";"EB 110 Super Sports";"1";"Thermique";"bugatti_eb110.jpg";"Sportives";"Silver";"argent";"Minichamps";"130 102115";"0000-00-00";99.99;"F";"";"43";""
18;"CitroÃ«n";1961;"1961-1978";"Ami 6 berline";"1";"Thermique";"citroen_ami6.jpg";"B";"Red";"rouge / blanc";"Eligor";"1371";"0000-00-00";0.0;"F";"";"43";""
19;"CitroÃ«n";2000;"2000-2008";"C5";"1";"Thermique";"citroen_c5.jpg";"D";"Blue";"bleu glacier mÃ©tal";"Norev";"155503";"2001-02-03";99.99;"F";"";"43";""
20;"CitroÃ«n";0;"1955-1975";"DS 19 40Ã¨me anniv.";"0";"Thermique";"citroen_ds_salon.jpg";"ConceptCar";"Beige";"beige foncÃ© / crÃªme";"Vitesse";"L114";"0000-00-00";0.0;"F";"";"43";""
21;"CitroÃ«n";1974;"1970-1986";"GS";"1";"Thermique";"citroen_gs.jpg";"C";"Green";"vert foncÃ© mÃ©tal";"Verem";"441 (1974)";"0000-00-00";99.99;"F";"";"43";""
22;"CitroÃ«n";1970;"1970-1975";"SM";"1";"Thermique";"citroen_sm.jpg";"GT";"Blue";"bleu mÃ©tal";"Solido";"184 (12/70)";"0000-00-00";0.0;"F";"";"43";""
23;"CitroÃ«n";1997;"1997-2006";"Xsara 4 portes";"1";"Thermique";"citroen_xsara_4p.jpg";"C";"Yellow";"jaune mÃ©tal";"Paradcar";"63";"2001-02-03";99.99;"F";"";"43";""
24;"CitroÃ«n";1997;"1997-2006";"Xsara coupÃ©";"1";"Thermique";"citroen_xsara_coupe.jpg";"C";"Blue";"bleu mÃ©tal";"Paradcar";"68";"2001-02-03";99.99;"F";"";"43";""
25;"CitroÃ«n";1999;"1999-2010";"Xsara Picasso";"1";"Thermique";"citroen_xsara_picasso.jpg";"M1+";"Red";"rouge mÃ©tal";"Norev";"159802-3-4";"2000-10-28";99.99;"F";"";"43";""
26;"Ferrari";1994;"1989-1995";"348 Challenge 94";"1";"Thermique";"";"Sportives";"";"";"Bang";"9411";"0000-00-00";0.0;"F";"";"43";""
27;"Ferrari";1989;"1989-1995";"348 tb";"1";"Thermique";"ferrari_348tb.jpg";"Sportives";"Red";"rouge";"Herpa";"1010";"0000-00-00";99.99;"F";"";"43";""
28;"Ferrari";1987;"1987-1992";"F40";"1";"Thermique";"ferrari_f40.jpg";"Sportives";"Black";"noir";"Herpa";"1001";"0000-00-00";99.99;"F";"";"43";""
29;"Ferrari";1985;"1985-1996";"Testarossa Spider";"1";"Thermique";"ferrari_testarossa_sp.jpg";"Sportives";"Yellow";"jaune";"Herpa";"10313";"0000-00-00";99.99;"F";"";"43";""
30;"Ford";1993;"1993-1998";"Escort Cosworth ADAC GT - Cup 1993";"1";"Thermique";"";"C";"";"";"Minichamps";"MIN 938217";"0000-00-00";0.0;"F";"";"43";""
31;"Ford";1994;"1993-1998";"Escort RS Cosworth 9th MC94";"1";"Thermique";"";"C";"";"";"Minichamps";"430 948123";"0000-00-00";0.0;"F";"";"43";""
32;"Ford";1994;"1993-1996";"Mondeo BTCC 94";"1";"Thermique";"";"D";"";"";"Minichamps";"430 948003";"0000-00-00";0.0;"F";"";"43";""
33;"Honda";1996;"1996-2002";"S-MX Lowdown";"1";"Thermique";"honda_s-mx.jpg";"B+";"Orange";"orange";"Mtech";"MS-18-A";"2000-02-01";0.0;"F";"";"43";""
34;"McLaren";1993;"1993-1998";"F1";"1";"Thermique";"mclaren_f1.jpg";"Sportives";"Green";"vert foncÃ© mÃ©tal";"Minichamps";"630 133430";"0000-00-00";99.99;"F";"";"43";""
35;"Mercedes";1993;"1990-1993";"190 Evo 2 DTM 1993";"1";"Thermique";"";"D";"";"";"Minichamps";"MIN 933140";"0000-00-00";0.0;"F";"";"43";""
36;"Mercedes";1994;"1993-2000";"AMC C190 DTM '94";"1";"Thermique";"";"D";"";"";"Minichamps";"430 943304";"0000-00-00";0.0;"F";"";"43";""
37;"Mercedes";1997;"1997â€“200";"Class A";"1";"Thermique";"mercedes_classe_a.jpg";"A";"Green";"vert foncÃ© mÃ©tal";"Minichamps";"";"0000-00-00";0.0;"F";"";"43";""
38;"Mercedes";1998;"1998-1999";"CLK GTR (12)";"1";"Thermique";"mercedes_slk_12.jpg";"Sportives";"Blue";"bleu";"Maisto";"31504";"2000-10-28";99.0;"F";"";"43";""
39;"Mercedes";1998;"1998-1999";"CLK GTR (2)";"1";"Thermique";"mercedes_slk_2.jpg";"Sportives";"Grey";"gris mÃ©tal";"Maisto";"31504";"2000-10-28";99.0;"F";"";"43";""
40;"Mercedes";1998;"1998-2007";"ML 320";"1";"Thermique";"mercedes_classe_m.jpg";"SUV M";"Burngundy";"bordeau mÃ©tal";"Vitesse";"V98007";"2001-01-17";99.99;"F";"";"43";""
41;"Mercedes";1996;"1996-2003";"SLK 230";"1";"Thermique";"mercedes_slk_230.jpg";"Sportives";"Blue";"bleu";"Minichamps";"";"0000-00-00";99.99;"F";"";"43";""
42;"Nissan";1999;"1999-2002";"Skyline GT-R V spec (R34)";"1";"Thermique";"nissan_skyline_gtr34.jpg";"Sportives";"Blue";"bleu mÃ©tal";"Mtech";"MS 21 A";"2000-02-01";0.0;"F";"";"43";""
43;"Opel";1998;"1998-2004";"Astra Caravan";"1";"Thermique";"opel_astra_caravan.jpg";"C";"Grey";"gris mÃ©tal";"Minichamps";"";"0000-00-00";0.0;"F";"";"43";""
44;"Opel";1995;"1989-1997";"Calibra DTM 1995";"1";"Thermique";"";"D";"";"";"Minichamps";"130 954192";"0000-00-00";0.0;"F";"";"43";""
45;"Opel";1997;"1989-1997";"Calibra V6 'Bye-bye'";"1";"Thermique";"opel_calibra_dtm_bb.jpg";"D";"";"";"Minichamps";"430 954282";"0000-00-00";0.0;"F";"";"43";""
46;"Opel";1993;"1989-1997";"Calibra V6 DTM 1993";"1";"Thermique";"";"D";"";"";"Minichamps";"MIN 934101";"0000-00-00";0.0;"F";"";"43";""
47;"Opel";1991;"1986-1993";"Omega 3000 Evo 24h Spa 1991";"1";"Thermique";"";"D";"";"";"Minichamps";"14030";"0000-00-00";0.0;"F";"";"43";""
48;"Peugeot";1972;"1972-1988";"104";"1";"Thermique";"peugeot_104.jpg";"A";"Red";"rouge";"Solido";"12 (11/72)";"0000-00-00";0.0;"F";"";"43";""
49;"Peugeot";0;"1976-1988";"104 Rally";"2";"Thermique";"peugeot_104_z.jpg";"A";"Black";"noir";"Solido";"81 (11/78)";"0000-00-00";0.0;"F";"";"43";""
50;"Peugeot";1993;"1991-2013";"106 Roland Garros";"1";"Thermique";"peugeot_106_rg.jpg";"A";"Green";"vert foncÃ© mÃ©tal";"Vitesse";"1651/3000";"0000-00-00";0.0;"F";"";"43";""
51;"Peugeot";1965;"1965-1976";"204";"1";"Thermique";"peugeot_204.jpg";"B";"Green";"vert pÃ¢le";"Dinky Toys";"510";"0000-00-00";0.0;"F";"";"43";""
52;"Peugeot";1984;"1984-1994";"205 GTI";"1";"Thermique";"peugeot_205_gti.jpg";"B";"Red";"rouge";"Solido";"1508 (01/88)";"0000-00-00";60.0;"F";"";"43";""
53;"Peugeot";1998;"1998-2009";"206 berline XT Premium";"1";"Thermique";"peugeot_206_xtp.jpg";"B";"Red";"rouge Lucifer";"Norev";"472601";"2000-06-03";99.99;"F";"";"43";""
54;"Peugeot";2000;"2000-2009";"206 CC";"1";"Thermique";"peugeot_206_cc.jpg";"B";"Grey";"gris mÃ©tal";"Solido";"1558";"2001-02-03";60.0;"F";"";"43";""
55;"Peugeot";1969;"1969-1980";"304";"1";"Thermique";"peugeot_304.jpg";"C";"White";"sable";"Dinky Toys";"1428 (4/70)";"0000-00-00";0.0;"F";"";"43";""
56;"Peugeot";1999;"1999";"306 Break de chasse";"0";"Thermique";"peugeot_306_bdc.jpg";"ConceptCar";"White";"blanc";"Ministyle";"62";"2001-02-03";99.99;"F";"";"43";""
57;"Peugeot";1998;"1993-2002";"306 Cabriolet";"1";"Thermique";"peugeot_306_cab.jpg";"C";"Blue";"bleu mÃ©tal";"Minichamps";"430 112831";"2000-06-10";99.99;"F";"";"43";""
58;"Peugeot";1998;"1993-2002";"306 CoupÃ© (3 portes)";"1";"Thermique";"peugeot_306_3p.jpg";"C";"Red";"rouge mÃ©tal";"Minichamps";"430 112801";"2000-06-10";99.99;"F";"";"43";""
59;"Peugeot";1960;"1960-1975";"404 Porte-skis";"1";"Thermique";"peugeot_404.jpg";"D";"Red";"rouge";"Dinky Toys";"536";"0000-00-00";0.0;"F";"";"43";""
60;"Peugeot";1996;"1996-2004";"406 CoupÃ©";"1";"Thermique";"peugeot_406_coupe.jpg";"D";"Green";"vert mÃ©tal";"Minichamps";"430 112624";"2000-06-10";99.99;"F";"";"43";""
61;"Peugeot";1968;"1968-1983";"504";"1";"Thermique";"peugeot_504.jpg";"D";"Blue";"bleu crÃªme";"Dinky Toys";"1415";"0000-00-00";0.0;"F";"";"43";""
62;"Peugeot";1975;"1975-1985";"604 V6 SL";"1";"Thermique";"peugeot_604.jpg";"E";"Brown";"marron mÃ©tal";"Solido";"40 (5/76)";"0000-00-00";0.0;"F";"";"43";""
63;"Peugeot";1999;"1999-2010";"607";"1";"Thermique";"peugeot_607.jpg";"E";"Black";"noir";"Norev";"476703";"2000-06-03";99.99;"F";"";"43";""
64;"Peugeot";1999;"1999-2010";"607 Coffret Pub";"1";"Thermique";"peugeot_607_coffret.jpg";"E";"Blue";"bleu & gris mÃ©tal";"Norev";"9667 GP";"2001-02-03";99.99;"F";"";"43";"2 chÃ¢ssis. 2 caisses et 4 intÃ©rieurs"
65;"Peugeot";2000;"2000-";"607 FÃ©line";"0";"Thermique";"peugeot_607_feline.jpg";"ConceptCar";"Grey";"gris mÃ©tal";"GTS";"GTS17";"2001-02-03";99.99;"F";"";"43";""
66;"Porsche";1993;"1989-1993";"911 Carrera Cup 93 (type 964)";"1";"Thermique";"";"Sportives";"";"";"Vitesse";"L053";"0000-00-00";0.0;"F";"";"43";""
67;"Porsche";1995;"1995-1997";"911 Turbo (type 993)";"1";"Thermique";"porsche_911_turbo.jpg";"Sportives";"Black";"noir";"Schuco";"";"0000-00-00";0.0;"F";"";"43";""
68;"Porsche";1993;"1994-1998";"911 Cabrio (type 993)";"1";"Thermique";"porsche_993_cab.jpg";"Sportives";"Silver";"argent";"Minichamps";"430 063030";"0000-00-00";99.99;"F";"";"43";""
69;"Porsche";1996;"1996-2004";"Boxster (type 986)";"1";"Thermique";"porsche_boxter.jpg";"Sportives";"Blue";"bleu mÃ©tal";"Minichamps";"MIN 063131";"0000-00-00";99.99;"F";"";"43";""
70;"Renault";1969;"1969-1980";"R12";"1";"Thermique";"renault_12.jpg";"D";"Yellow";"jaune";"Dinky Toys";"1424 (10/69)";"0000-00-00";0.0;"F";"";"43";""
71;"Renault";1965;"1965-1980";"R16";"1";"Thermique";"renault_16.jpg";"D";"Blue";"bleu crÃªme";"Dinky Toys";"537";"0000-00-00";0.0;"F";"";"43";""
72;"Renault";1978;"1972-1989";"R18";"1";"Thermique";"renault_18.jpg";"D";"Green";"vert pÃ¢le mÃ©tal";"Solido";"91 (12/78)";"0000-00-00";0.0;"F";"";"43";""
73;"Renault";1947;"1947-1961";"4 CV";"1";"Thermique";"renault_4cv.jpg";"B";"Green";"vert pÃ¢le";"Solido";"";"1999-02-01";29.0;"F";"";"43";"RÃ©-Ã©dition par Hachette"
74;"Renault";1978;"1961-1992";"R4 GTL";"1";"Thermique";"renault_4_dec.jpg";"A";"Red";"rouge";"Vitesse";"045 E";"0000-00-00";0.0;"F";"";"43";""
75;"Renault";1968;"1968-1986";"R6";"1";"Thermique";"renault_6.jpg";"C";"Red";"rouge";"Dinky Toys";"1416";"0000-00-00";0.0;"F";"";"43";""
76;"Renault";2001;"2001-2003";"Avantime";"1";"Thermique";"renault_avantime.jpg";"Monospaces";"Blue";"bleu";"Norev";"77 11 211 487";"2000-11-25";99.99;"F";"";"43";""
77;"Renault";1998;"1998-2005";"Clio II";"2";"Thermique";"renault_clio_2.jpg";"B";"Brown";"marron mÃ©tal";"Vitesse";"77 11 149 012";"2000-06-10";99.99;"F";"";"43";""
78;"Renault";1993;"1990-1998";"Clio I Williams";"1";"Thermique";"renault_clio_williams.jpg";"B";"Blue";"bleu/or";"Solido";"1531";"0000-00-00";60.0;"F";"";"43";""
79;"Renault";1996;"1996-2002";"Espace III RXT V6-24V";"3";"Thermique";"renault_espace.jpg";"Monospaces";"Red";"rouge mÃ©tal";"Vitesse";"VMC99012";"2000-12-25";0.0;"F";"";"43";""
80;"Renault";2007;"1997-2010";"Kangoo Pampa";"1";"Thermique";"renault_kangoo.jpg";"Ludospace";"Green";"vert mÃ©tal";"Vitesse";"VMC99011";"2001-01-17";99.99;"F";"";"43";"SÃ©rie limitÃ©e Ã  2000 exemplaires. 1573."
81;"Renault";1990;"1990";"Laguna Concept Car";"0";"Thermique";"renault_laguna_cc.jpg";"ConceptCar";"Blue";"bleu";"Renault";"";"0000-00-00";0.0;"F";"";"43";""
82;"Renault";2001;"2001-2007";"Laguna II Dynamique V6 24V";"2";"Thermique";"renault_laguna_2.jpg";"D";"Red";"rouge";"Universal Hobbies";"77 11 216 914";"2000-11-25";99.99;"F";"";"43";""
83;"Renault";2001;"2001-2007";"Laguna II Estate Privilege 1.9 dCi";"2";"Thermique";"renault_laguna_2e.jpg";"D";"Grey";"gris";"Universal Hobbies";"77 11 216 918";"2000-11-25";99.99;"F";"";"43";""
84;"Renault";1995;"1993-2001";"Laguna I NÃ©vada";"1";"Thermique";"renault_nevada.jpg";"D";"Blue";"bleu foncÃ© mÃ©tal";"Vitesse";"";"0000-00-00";0.0;"F";"";"43";""
85;"Renault";1993;"1993-2001";"Laguna I V6 TXE";"1";"Thermique";"renault_laguna.jpg";"D";"Red";"rouge";"Vitesse";"040 B";"0000-00-00";0.0;"F";"";"43";""
86;"Renault";1995;"1995-2002";"MÃ©gane I 16S CoupÃ©e";"1";"Thermique";"renault_megane_coupe.jpg";"C";"Yellow";"jaune";"Vitesse";"";"0000-00-00";0.0;"F";"";"43";""
87;"Renault";1999;"1995-2002";"MÃ©gane I Cabriolet RXI 2.0 16V";"1";"Thermique";"renault_megane_cab.jpg";"C";"Red";"rouge mÃ©tal";"Vitesse";"77 11 210 177";"2000-06-10";99.99;"F";"";"43";""
88;"Renault";1994;"1992-2000";"Safrane Biturbo";"1";"Thermique";"renault_safrane_bit.jpg";"E";"Green";"vert foncÃ© mÃ©tal";"Vitesse";"041 CB";"0000-00-00";0.0;"F";"";"43";""
89;"Renault";1999;"1996-2003";"Scenic I RXI 2.0 16V";"1";"Thermique";"renault_scenic.jpg";"M1+";"Brown";"marron mÃ©tal";"Vitesse";"77 11 210 649";"2000-06-10";99.99;"F";"";"43";""
90;"Renault";1993;"1993-2004";"Twingo";"1";"Thermique";"renault_twingo.jpg";"A";"Yellow";"jaune indien";"Vitesse";"035 A";"0000-00-00";0.0;"F";"";"43";""
91;"Renault";1993;"1993-2004";"Twingo Australie";"1";"Thermique";"renault_twingo_sp.jpg";"A";"Red";"base rouge !";"Vitesse";"L142";"0000-00-00";0.0;"F";"";"43";""
92;"Renault";1993;"1993-2004";"Twingo dÃ©couvrable";"1";"Thermique";"renault_twingo_dec.jpg";"A";"Red";"rouge mÃ©tal";"Solido";"1532";"0000-00-00";60.0;"F";"";"43";""
93;"Smart";1997;"1997-2006";"Smart City CoupÃ© Cabrio";"1";"Thermique";"smart_city_coupe_cabrio.jpg";"B0";"Grey";"Gris / argent";"Minichamps";"430 039001";"2000-11-25";99.99;"F";"";"43";""
94;"Subaru";1992;"1992-1998";"Vivio Bistro";"1";"Thermique";"subaru_vivio.jpg";"A";"Red";"rouge";"Mtech";"MM-03-B";"2000-02-01";0.0;"F";"";"43";""
95;"Toyota";1990;"1990-1993";"Celica 4WD Roadcar";"1";"Thermique";"toyota_celica.jpg";"GT";"Red";"rouge";"TrofÃ©u";"44";"0000-00-00";99.99;"F";"";"43";""
96;"Toyota";1997;"1997-2005";"Prius";"1";"Hybride";"toyota_prius.jpg";"C";"Grey";"";"Mtech";"";"2000-05-15";0.0;"F";"";"43";""
97;"Volvo";1995;"1995-2004";"V40";"1";"Thermique";"volvo_v40.jpg";"D";"Black";"noir";"Minichamps";"";"0000-00-00";0.0;"F";"";"43";""
98;"VW";1995;"1995-2005";"Bora";"1";"Thermique";"vw_bora.jpg";"D";"Blue";"bleu jazz";"Minichamps";"430 058201";"2001-01-17";99.99;"F";"";"43";"SÃ©rie limitÃ©e Ã  1200 exemplaires"
99;"VW";1999;"1995-2005";"Bora Variant";"1";"Thermique";"vw_bora_variant.jpg";"D";"Green";"vert mÃ©tal";"Minichamps";"430 058211";"2001-01-17";99.99;"F";"";"43";"SÃ©rie limitÃ©e Ã  1104 exemplaires"
100;"VW";1998;"1998-2004";"Golf IV";"4";"Thermique";"vw_golf_iv.jpg";"C";"Blue";"bleu jazz";"Minichamps";"";"0000-00-00";0.0;"F";"";"43";""
101;"VW";1998;"1998-2011";"New Beetle";"2";"Thermique";"vw_new_beetle_43e.jpg";"B";"Red";"rouge";"Minichamps";"430 058001";"0000-00-00";0.0;"F";"";"43";""
102;"VW";1999;"1998-2011";"New Beetle 'Doohan livery' Daytona";"2";"Thermique";"vw_new_beetle_doohan.jpg";"B";"Blue";"Doohan livery'";"Vitesse";"VMC99042";"2000-06-15";99.99;"F";"";"43";""
103;"Renault";2001;"1998-2005";"Clio II V6";"2";"Thermique";"renault_clio_2_v6.jpg";"B";"Mauve";"mauve mÃ©tal";"Eagle";"1826";"2001-08-21";99.99;"F";"";"43";"Cadeau Corinne pour ma fÃªte"
104;"Renault";2000;"1996-2003";"Scenic I RX4";"1";"Thermique";"renault_scenic_rx4.jpg";"M1+";"Red";"rouge mÃ©tal";"Eagle";"2104";"2001-08-21";99.99;"F";"";"43";"Cadeau Corinne pour ma fÃªte"
105;"Renault";2001;"1996-2002";"Espace III Pace Car";"3";"Thermique";"renault_espace_pc.jpg";"Monospaces";"Grey";"gris mÃ©tal";"Renault";"";"2001-09-17";99.99;"F";"Elf Ã  Voreppe";"43";""
106;"Peugeot";1998;"1998";"206 Escapade";"0";"Thermique";"peugeot_206_esc.jpg";"ConceptCar";"Grey";"gris mÃ©tal";"Starter";"T184";"2001-09-18";99.99;"F";"Peugeot Transvaal (ref Peugeot : 9667F9)";"43";""
107;"Peugeot";1994;"1994-2002";"806 Roland Garros";"1";"Thermique";"peugeot_806_rg.jpg";"Monospaces";"Green";"vert mÃ©tal";"Starter";"E016";"2001-09-18";99.99;"F";"Peugeot Transvaal (ref Peugeot : 9667FF)";"43";""
108;"Peugeot";2000;"2000-2009";"206 CC";"1";"Thermique";"peugeot_206_cco.jpg";"B";"Grey";"gris mÃ©tal";"Norev";"966584";"2001-09-18";99.99;"F";"Peugeot Transvaal (Pas de ref Norev)";"43";""
109;"Mercedes";2004;"2004-2008";"Classe C CoupÃ© Sport";"1";"Thermique";"mercedes_classe_c_cs.jpg";"A";"Orange";"orange adventurine mÃ©tal";"Mercedes (Minichamps)";"B6 696 1917";"0000-00-00";0.0;"F";"Peugeot Transvaal (Pas de ref Norev)";"43";""
110;"Peugeot";2001;"2001-2008";"307";"1";"Thermique";"peugeot_307.jpg";"C";"Yellow";"jaune mÃ©tal";"Peugeot (Norev)";"9664.H4";"0000-00-00";0.0;"F";"Peugeot Transvaal (Pas de ref Norev)";"43";""
111;"CitroÃ«n";0;"1948-1990";"2CV";"1";"Thermique";"citroen_2cv_brk_cochonou.jpg";"A";"Red";"rouge et blanc";"Norev";"15 60 28";"2001-11-08";0.0;"F";"";"43";"Cadeau d'anniversaire (Corinne)"
112;"Peugeot";2000;"2000-2009";"206 CC";"1";"Thermique";"peugeot_206_cc_tangerine.jpg";"B";"Orange";"orange tangerine";"Norev";"47 26 22";"2001-11-08";0.0;"F";"";"43";"Cadeau d'anniversaire (Corinne)"
113;"Peugeot";2001;"2001-2008";"307";"1";"Thermique";"peugeot_307_xt_ouranos.jpg";"C";"Green";"vert ouranos";"Norev";"47 37 01";"2001-11-08";0.0;"F";"";"43";"Cadeau d'anniversaire (Corinne)"
114;"BMW";1997;"1997-2006";"M3 cabriolet (E46)";"4";"Thermique";"bmw_m3_cab_e46.jpg";"D";"Red";"rouge";"Minichamps";"431 020030";"2001-11-19";99.99;"F";"Models Shop Ã  Bruxelles";"43";""
115;"MINI";2001;"2001-2006";"Cooper";"1";"Thermique";"mini_cooper.jpg";"B";"Black";"noir";"Ixo";"MOC003";"2001-12-25";0.0;"F";"ModÃ©lisme Jet (NoÃ«l)";"43";""
116;"Aston Martin";1994;"1994-2004";"DB7";"1";"Thermique";"aston_martin_db7.jpg";"Sportives";"Green";"vert mÃ©tal";"Auto Art";"50204";"2001-12-25";0.0;"F";"ModÃ©lisme Jet (NoÃ«l Isabelle)";"43";""
117;"Audi";1999;"1999-2001";"RS4";"1";"Thermique";"audi_rs4.jpg";"D";"Black";"noir";"Minichamps";"430 019310";"2002-02-20";41.0;"EUR";"";"43";"SÃ©rie limitÃ©e Ã  2832 piÃ¨ces"
118;"Renault";2001;"2001-2003";"Avantime";"1";"Thermique";"renault_avantime_au.jpg";"Monospaces";"Plum";"aubergine";"Norev";"Renault";"2002-02-20";30.0;"EUR";"";"43";""
119;"Webasto";2002;"2002";"Welcome";"0";"Thermique";"webasto.jpg";"ConceptCar";"Grey";"gris mÃ©tallisÃ©";"Norev";"880001";"2002-02-20";38.0;"EUR";"";"43";""
120;"Peugeot";1995;"1995-2004";"406";"1";"Thermique";"peugeot_406_taxi_2.jpg";"D";"White";"blanche";"Starter";"T187";"2002-03-01";0.0;"F";"";"43";"De Corinne pour la Saint Valentin"
121;"Mercedes";2002;"2002-2011";"SL";"1";"Thermique";"mercedes_sl.jpg";"A";"Silver";"Argent Adamantin";"Minichamps";"B6 696 1923";"2002-04-03";23.0;"EUR";"Mercedes Benz Champs ElisÃ©es";"43";""
122;"CitroÃ«n";2003;"2003-2009";"C3";"1";"Thermique";"citroen_c3_verte.jpg";"B";"Green";"vert mÃ©tal";"Norev";"155303";"2002-04-04";32.0;"EUR";"Galeries Lafayette Haussmann";"43";""
123;"Renault";2001;"1998-2005";"Clio II";"2";"Thermique";"renault_clio_2p2_rouge.jpg";"B";"Red";"rouge mÃ©tal";"Norev";"517503";"2002-04-04";33.0;"EUR";"Galeries Lafayette Haussmann";"43";""
124;"BMW";1997;"1997-2006";"318i Touring (E46)";"4";"Thermique";"bmw_318i_touring.jpg";"D";"Red";"Sierrarot";"Minichamps";"80 42 9 411 685";"0000-00-00";0.0;"EUR";"Galeries Lafayette Haussmann";"43";""
125;"Peugeot";2002;"2002-2008";"307 SW";"1";"Thermique";"peugeot_307_sw.jpg";"C";"Grey";"Dolomites";"Norev";"Peugeot 9665 TP";"2002-11-03";25.0;"EUR";"Peugeot Transvaal";"43";""
